id	text	polarity
1526	bu akşam turkcell belejj film gecesi,yani gnç turkcell şifresi paylaşım gecesi, katkılarınızı bekliorum, sanata ve sinemaya katkı babında :)	positive
1527	Ben teşekkür ederim:) hayat paylaşınca güzel desek, Turkcell sponsor olurmu acaba:)	positive
1528	Pahalıymıs amma kaliteliymiss...  faturayı gorunce oynamaya basladım bende	negative
1529	 Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir	negative
1530	keşke bugün Süreyya Ciliv in ödül töreninde bulunma şansım olsaydı	positive
1531	lazım :)) Acun'a milyon $ verecez diye faturada bize döşüyor Turkcell :)	negative
1532	önemli değil cnm..ne demişler hayat paylaşınca güzel:))yazımında kendi çapında bir karakteristiği yok değil:)))teşekkürler:P	positive
1533	private account'mus amk!! turkcell'e tasidim hattimi ustune her yerde yazcam bu yaptiginiz terbiyesizligi!!	positive
1534	ya hıc sorma bı turlu yıldızımız barısmıyo su turkcelle gıt hallet sen ama ozellıkle baglarbasındakı turkcell olsun dımı asfgasf	negative
1535	Oha yeni yüklediğim araba yarısını çok sevdim lan ilk defa hemen 10 arabadan 1.lige geçebildim azıcık zor da olsa sağol turkcell!	positive
1536	Düzenli ilişki dediğimizde hepimizin aklına Turkcell gelmiyor mu sahiden?	negative
1537	Biliyorum o mesaj attı ve sen sırf kıllık olsun diye bana iletmedin piç Turkcell.	negative
1538	Mesaj olarak bonus turkcell flexi bbmden bc facebooktan oyun hediyeleri allam nolcak benim haliiim	negative
1539	-İyi günler biz turkcell'den arıyoruz hakan uçarla mı görüşüyorum-hayır ben değilim-şöyle bi kampanyamız ıııhhhhıggıı ben daha sonra ulaşsam	negative
1540	avea kullanmaya devam edersen daha çoooook koparsın. TURKCELL le bağlan hayataa :)	positive
1541	4 günde n tane sms aldım (n&gt;50), n-10 tanesi turkcell ve bilimum giyim mağazalarından. hiç kimsenin aramadığı fin hattımı özlicem nerdeyse	negative
1542	Benim tekrar turkcell'e geçesim var. Böyle kendimi çok yalnız hissediyorum kimse mesaj atmıyo artık :(	positive
1543	canim paket bitmeden suresi bitiyo ya bende turkcell daha fazla kara gecmesin diye tepe tepe kullaniyorum :D	negative
1544	vodafone herkesin hakki ama sn halaa turkcell	negative
1545	superonline duymadı ama sağır sultan duymuş olabilir :))	negative
1546	Sanirim artik vodafone kullanicisi olucam. Hehehe hoscakal turkcell :D	negative
1547	kendisi taahütlerin yerine getirilmesini karşıdan beklerken, kendi taahütlerini yerine getirmeyen şirkete superonline denir.	negative
1548	 Belki de cozum ev telefonunu fisten cekmektir.Turkcell Superonline Fiber ile mumkun..	positive
1549	Superonline fiber alsaydın :))	positive
1550	Bu turkcell benden habersiz sms paketimi yeniliyor ya... Nasıl gıcık oluyorum, belli değil.	negative
1551	hayat paylaşınca güzel	positive
1552	İcim dişim Turkcell oldu Kubat yeter !!	negative
1553	İşte Joygame ve Turkcell işbirliğinden müthiş bir kampanya daha. Joygame; Turkcell Mobil ödeme ile yükleme yapan...	positive
1554	şikayet kaydı açtırıyorum 48 saat arayan arkadaş 30 saniyede işlemimi yapıyor.yine aynı şey oldu 48 saat daha..	negative
1555	Bi Coca Cola bi de Turkcell zaten reklam işini bilen	positive
1556	superonline ?net baglatmak için yeni eve tasındık ve net yok turkcellden mi alsam ama cekme sorunu vs?	negative
1557	turkcell efendıde 10 maılden fazlası yok ben temız kuracam bır bıs servısı ama getırısı yok :) olsa tukkanı alırım :))	negative
1558	2 saat once kontor yukledım ama hala sms ım yenılenmedı bok ye turkcell.BOK YE	negative
1559	oha amk turkcell bana 2 gündürr bedava konusma hakkı gonderiyo yaklaşık 3 saatlk bedava.	positive
1560	superonline cok iyi	positive
1561	Aşkitom yaa kontörsüzlükten ölücem turkcell 24 saat beni bloke etti. Kimseye mesaj atamıyorum. Bugün gitmeseydiniz keşke hemen	negative
1562	TURKCELL LE GÜLÜMSE HAYATA DEYİP SABAH SABAH GICIK EDERMİŞİM :)))	negative
1563	git babanı kandır	negative
1564	#hayat paylaşınca güzel diye boşuna dememişler :)	positive
1565	turkcell :-)	positive
1566	Birinden mesaj beklerken o gelen mesajın basında koskoca TURKCELL yazması kadar acımasız birsey yok :(	negative
1567	Kontörlü hattayken gizlice tırtıkladığın kontörlerimi unutmuyorum türkcell	negative
1568	#turkcell senin yüzünden sevglmle rahat konuşamıyorum -_- defol !	negative
1569	meğerse hesabını çalanlar beni de kazıklamışlar 84+84= 168 tl kazık girmiş oldu faturama ve turkcell bu konutyla ilgili	negative
1570	Bu gece saat 00.00'da mesaj atayımda sevgılısı attı sansın gerızekalı -Turkcell	negative
1571	tutturamadim ya. Kahretsin. Turkcell daha iyi tabii :D	positive
1572	kapalı alanlarda sıkıntılı ama yine de işimi görüyor. Avea'nın benzer paketi Turkcell'de 55 lira.	negative
1573	"internet paketi olarak 10liramı yiyip  bağlanmayan turkcell, dumandan gelsin ""iyisin hoşsun bir yokuşsun harbiden bayağı bir boşsun"""	negative
1574	#Turkcell attıgı yıl bası mesajlarını özledim. Burdaki #Rogers #Bell filan yalan...	positive
1575	turkcell yedekleme yi kullanmak daha pratik olabilir	positive
1576	Günlükleri Vol. (bilmem kaç) Sen bu mektubu okurken ben çoktan seni terk edip buralardan gitmiş olucam.	negative
1577	Offf Turkcell daralttin beni ne bu ya hergün mesaj.Tamam anladık tanımadığımız numaralardan gelen ödül kazandınız mesajarina itibar etmiycez	negative
1578	Ohaaa o faturaa ne turkcell soymaya mı karar verdın bizi !!!	negative
1579	Koray Bey, Manisa TEZCAN TIM'de 14 günde 2 defa kandırıldım, o çalışanlar Turkcell'e yakışmıyorlar, bilginize.	negative
1580	...yada ceremesini ben çekiyorum. Sanırım artık 13 yıllık Turkcell hizmetini değiştirme vakti geldi. Vadafone haklı galiba.. Pess....	negative
1581	Mesaj geldiyse Turkcell'dir, arıyorsa evdekilerdir :(	negative
1582	turkcell cok mu ii sanki..her ay paketlerinin 3 kati para gelio..surekli daha yuksek bi paket almaya mecbur birakiosun..	negative
1583	senden kurtulacağıma okadar mutluyum ki turkcell biliyorum kimse senin kadar iyi çekemiyecek ama napalım buraya kadar...	negative
1584	"""Sayın Süreyya Ciliv, klasör yok ama sizi olumsuz haberler konteynırına götürelim isterseniz"" :))"	negative
1585	Bundan sonra telefon değiştirirken numaraları hem hatta hem de türkcell merkeze kaydetcem !	positive
1586	ptesi gelsin de bi gnctrkcll yapayım o zaman:))	positive
1587	Bir turkcell kavgasini daha kazandim(; turkcell yine faturamda indirim yapti (;	negative
1588	Internet paketim bitmedi. Ama bitmesi gerekiyodu? Buyuksun Turkcell :D	positive
1589	Bu turkcell bana fake atıyo hee	negative
1590	Turkcell numaramı taşıdığım İçin benim de hatırımı sordu 99.40 tl kadar aynı gun internet tamamı	negative
1591	Sabah sabah kendimi koridorda''TURKCELL BENI SESIMDEN TANIR'' diye bagirken buldum.Bir internet paketi icin insan neler yapiyo	positive
1592	#turkcell ve #avea 2 dev aynı organizasyonda!!! kayıt için;	positive
1593	Saat fark etmeden msj atana turkcell denir :D	negative
1594	ayda 6tl cok, fiyati indirin, ayda 3tl yeterli, fiyati indirin abone olalim.	negative
1595	"Reklamı görünce paylaşayımdedim "" hayat paylaşınca güzel "" :))"	positive
1596	turkcell var üzülme :)	positive
1597	Çözüm varmı bizde hala superonline çözüm bulamadı :)	negative
1598	Mesajlarımın iletilmeyişine de iyice sinir olmaya başladım. Batarsın inşallah turkcell!	negative
1599	iki hafta gene iyi benimki bir iki ayda gelmişti.turkcell sağolsun:D	positive
1600	Patronumuz Turkcell'den gelen yemek tarifi SMS'lerini yuksek sesle okuyup duruyo sabahtan beri. Allah seni kahretmesin Turkcell!	negative
1601	nedir sizin tarife cozemezlerse 2 gunde 96 dan beri    olan hattimi tasiycam artik	negative
1602	Bi kez daha Allah belanı versin turkcell .!!!	negative
1603	Turkcell tam kaltak ya :D	negative
1604	esanafa ozel vınn kampanyası sadece 29 lıra :))))) ahaha yenı cıktı bu :))) ısı bılıyor turkcell :))	positive
1605	bosuna okadar kisi calisiyor orda sen diye hitap ediliyor bu turkcell gbi bir kuruma yakismiyor...	negative
1606	geç kurtul tarık abi ellerinden ben öyle yaptım şu an rahatım	positive
1607	bi turkcell'e geçmek lazım sanırım ?	positive
1608	ama ne olur Turkcell bunu reklam kampanyalarında kullanmasın :) Zira bütçeden dolayı çok kanalda yayınlanıyor :)	negative
1609	benim için turkcell ve diğerleri.. turkcell babamın oğluymuş gibi nie savunuyosam	positive
1610	canım sevgilim turkcell yeter artık terket beni! neden hep birinden msj beklediğim bi zaman da atarsın ki o msjlarını.	negative
1611	sosyal medyadan Serkan bey ile görüştüm, lütfen Türkçe' yi iyi telaffuz eden diksiyonu düzgün bir kişi arayabilir mi?	negative
1612	direk turkcell vınn al kurtul en iyisi o şuanda  ama ttnet iyi sayılır	positive
1613	Samsung Galaxy Tab 10.1 Türkiye Fiyatı (Turkcell Kampanyası)	positive
1614	Baz istasyonu monte ederim sana. O turkcell açılacakk arkadaşş!	negative
1615	Millet sevgilisine mms ile atsın diye billboardlara sevgi sözcükleri yazıp yalnızlığımı iyice yüzüme vurduğun için teşekkür ederim Turkcell	negative
1616	"""Sevgili paylasinca guzel"" ne demek Turkcell ya ?"	negative
1617	bu hesapla bir haftalık esenköy tatili turkcell vınn paketi bana nerdeyse 500 tlye mal olmuş durumda. eh,hayat kazıklanınca güzell lalalalaa	negative
1618	merhaba ben dünyanın tek sıradışı yüzüne sahib erkeği olarak turkcell kullanıyorum turkcellin kalitesi duyarlılığı tartışılmaz	positive
1619	turkcell superonline	positive
1620	Bugun turkcell cagri merkezini aradim, remen buyulendim tebrikler #turkcell	positive
1621	"Dizilerde mesaj geldiğinde ""Aaa Turkcell'miş. Neyse önemli değil."" repliği de kullanılsa daha gerçekçi olur bence..."	negative
1622	İnanın benimde konuştuğum herkes Trcell kullanıyor. Vodafone bence çok daha iyi bir operatör tabiki karar sizin İST denmisnz?	negative
1623	Dun gecedn beri turkcell mustri hzmetlerndeki kadinla ask yasiyrz sonunda oldu oh be:))	positive
1624	bırakılan sesli mesajları dinlemeyi bile artık ücretli yapmışsınız el insaf ya herşeyi paraya dönüştürdünüz nedir bukadar	negative
1625	çok sıkıldım bu Turkcell den, ayrılsam kime geçicem hepsi aynı bok :(	negative
1626	#hayatpaylasincaguzel  Paylaşamıyoruz, çünkü tcell odamdan çekmiyor. Bir alo demek için 3 dk harcayınca paylaşmış olmuyoruz.	negative
1627	avea'dan gordugum 270 tl lik faturadan sonra Turkcell bana eli opulesi geldi :)	positive
1628	Bugun modem icin kablo almam gerekiyodu uyumusum bi allahin kulu arayip rahatsiz etmemis her zaman hal hatir soran turkcell bile yazmamis	negative
1629	"""Sebepsiz yere bakiyesini düşüreyim de üzülsün fakir."" -Turkcell"	negative
1630	4 çeken wınn ewde nie 1 çekiyo hep açık havadamı kullanıcaz turkcell bunu nasıl düşünemedin yaaa	negative
1631	Neden mesaj gönderemiyorum?	negative
1632	Bu Turkcell nası 4 çeker lan.. Hiç bir yerden çekmiyor adam gibi.. Reklama verdiği parayla şu antenleri düzeltse ya.. ??(/%(%?)(/&amp;)	negative
1633	Musteri hizmetlerindeki kadina 'turkcell benim tl'lerime kafasina gore biseyler yapiyo, bilmiyorumki.' Diyorum ya :D	negative
1634	2012 ye girdik hala turkcell cekmio..	negative
1635	neden ki :S yok yav yeter bütün paramı türkcell'e verdiğim :D en az 1 yıl vodafone'dayım	negative
1636	Hayat Paylaşınca Güzel ;)	positive
1637	bu tarifeyi pek beğendim:) teşekkür ederim yardımlar için tarife de bu sanırım	positive
1638	servis sağlayıcın geçiriyosa android'in suçu ne? ki turkcell'den gayet memnunum ama vodafone'un sınırsız paketleri de var makul	positive
1639	Kiro musun Turkcell?	negative
1640	Evet tahmin etmistim bunu :D orda da yok mu bb icin boyle hat kampanyalari ? :/ Turkcell Europe uygulamaya gecti mi super o zaman	positive
1641	protestom var: turkcell kasınma sabrımı tasırma	negative
1642	Ananida Al git Turkcell, Yoksa Cok karde$ gelicek sana Coooookk...	negative
1643	ömrümü yiyen iki şeyden biri turkcell -.-	negative
1644	RT: Turkcell'den müthiş kampanya: Siz hattınızı Turkcell'e geçirin, biz de size geçirelim.	negative
1645	Pardon :))  mümessili olduğunuzu yeni farkettim.Davulun sesini bilmem ama başka sesleri iyi duyarız biz.Merak etmeyin	negative
1646	Bir ay boyunca haftanın bir gunu diyor konus diyor bağıra bağıra ama bir saat yazısını ekranda gösterio söylemiyor UYANIK turkcell	negative
1647	Sbh 07:30da $irkettin giri$inde elinde $ekerleriyle noel baba bizi kar$iladi:)Turkcell seni sevyorum	positive
1648	Ne Turkcell'i ya ? haftaya kurtuluyorum inşallah :D	negative
1649	bir kez daha turkcell superonline firmasına lanet okuyorum rezil internet için  #superonline	negative
1650	hayat paylaşınca güzel nara naa naa na na turkcel ceo suyum ben :)	positive
1651	"10 gündür ""yazmayayım şimdi görürler falan"" dedim ama artık iş işten geçtiğine göre: Superonline bana adil kullanım şeyini uygulamadı 68GB!"	negative
1652	evet o.c tcell 10 aydir bole!	negative
1653	kafama takilan bir konu gsm operatorlerinin mobil site destegi ve uygulamalarinin olmamasi. turkcell istisna tabi	positive
1654	Bizim zamanimizda turkcell, hazirkart, telsim, aycell ve aria vardi ve hicbiri turkcelle rakip olamazdi.	positive
1655	ankarada şebeke felç farkında mıyız?	negative
1656	eyvallah, hayat paylaşınca güzel :))	positive
1657	bu superonline  adil kullanım hakkı tam bi şark kurnazlığı	negative
1658	coca cola ve turkcell reklamdan çok iyi anlıyolar çok başarılılar keşke olmasaydı(coca cola reklamının başarısı) ama kabullenmek lazım.	positive
1659	eğer oturduğunuz bolgede varsa superonline fiber net geçmelisiniz.	positive
1660	"aman bunu da hizmet diye satar #Turkcell ""Hayat rahatsız edilmeyince güzel"" deyip yansıtır faturaya."	negative
1661	türkcelle bir gökhan özen sarkısı türkcell sen de bensiz el ocağında ağlayacaksın:)))	negative
1662	dogum gunu pastasi icin tesekkurler. Simartiyosun beni :)	positive
1663	Beni bir tek dusunen turkcell ahey ahey	positive
1664	"""hayat okudugunu paylastikca guzel"" sloganiyla vapurlarda gazete dagitan turkcell e... hayyy yaşşaa len turkcell demek geldi icimden...MY"	positive
1665	tabiiki turkcell yurtdisi paketi aldim ;)	positive
1666	iki kez denedim bişeyi paylaşmayı sürekli hata verdi vay anasını! sıçıyım internetine türksel	negative
1667	Kalp kalbe karşı, şimdi Superonline'ı aradım. Hizmet ve fiyat en iyi oradaymış.	positive
1668	Numaranı Turkcell'e taşımanın tam zamanı! 20 TL yükle aylık her yöne 250 dakika bedava konuşma kazaniyorsun :) duyduk duymadik demeyin :D	positive
1669	çok iyi tşk.turkcell	positive
1670	hahaha malesef ikiside duruyo panpa. Turkcell cepten kopuyo ttnet pcden. Her turlu kopuyoz :D	negative
1671	Embesil bir reklam turkcell muzik	negative
1672	Pazartesi Sendromumu bir de sen tetikleme be Turkcell...	negative
1673	süperonline.hem daha hızlı.	positive
1674	Bu Turkcell ile  aramız her ne kadar iyi olmasa da böyle hediyeler verdikce gözüme giriyorlar :D	positive
1675	senden şimdi formspring'den soru ile yardım isteyecektim canısı. telefon hala kıpırdamıyor. turkcell'i dürtebilir misin aşk için?	negative
1676	TURKCELL seviyoooooo sende sevecen kardeşim hasta etmeee adamııı:))))	positive
1677	hahaha yeni gördüm koptum ya.. ama cidden kısa olmuş bu sefer:)) Turkcell'in yeni selocanları biziz:)	positive
1678	ne saçma ya iPhone 4 ü aynı fiyata verdiniz doğru mü sizden iPhone 4 alanlar hata mı ettiler....	negative
1679	27 ağustos, Turkcell tarife bitişi. dokuz yıl önceki 250 tl yi bir türlü unutamadım. ihanet edersem belki unutabilirim	negative
1680	Ne zaman Tweet'er yada Facebook'a girsem benim Turkcell 2G ye geçiyor.Alacam ayagımın altına.	negative
1681	O zaman bi daha sen de öyle davranma, sen ataydın o da iyiydi. Hem turkcell neyine yetmiyo :(	positive
1682	#parasineyseverelimde şu turkcell günlük 167 sms yapmaktan vazgeçsin	negative
1683	Bu ayki turkcell faturamda yuvarlama farkı diye bir kalem var. Bedava dedikleri servislere de para alıyorlar.	negative
1684	turkcell de bana çok güzel bir kız gibi geliyor vazgecemiyorum :)	positive
1685	{ 12 yıllık Turkcell faturalı hat kullanıcı olmama rağmen neden bir türlü Celocan :) ''dan vazgeçemiom anlamış deiilim !.}  { N &amp; Y ©  ® }	negative
1686	Dur bi mesaj atayımda sevdiği zannetsin.-Turkcel	negative
1687	Bu Turkcell a.q yeter,yeter imdat kurtarın beni ya!	negative
1688	hala sorunlari cozemeZken neden reklam	negative
1689	öztürkcell e geçmenin vakti geldide geçiyor   :))	positive
1690	Oha saçmalığa bak ya #turkcell internet paketi icin iki kere ücret aldı ve sadece biri yüklenmiş	negative
1691	Iphone 4 konusunda babamın kanına girdim bugün :) Turkcell'den aldığım katalog ile yanına gidip, istiyorum bunu dedim :)	positive
1692	"#turkcell BASINKÖYde ""0"" çeker!!! hayat paylaşına güzelmiş hepsi yalan!!"	negative
1693	alsana lan ne beklıyosun :D hatta yanında bıde hat l turkcell olursa sevınırım :D	positive
1694	#cokozledim  superonline ile internete bağlandığım o günleri. tek derdim ev telefonunun meşgulde olduğunu kimsenin anlamamasıydı	positive
1695	besiktas metropol subeniz oldukca ukela bu Turkcel'e hic yakismadi. Ve calisanlariniz yurt disi paketlerini bilmiyorlae.	negative
1696	#2012hayallerimin ilk sırasında aylardır söyleyip durduğum gibi numaramı Turkcell'e taşımak var. Hayal olarak kalmasın ama. Nioğğlur.	positive
1697	sana katılıyorum  , hizmet kalitesine önem verdigini düşünen    bu iste	negative
1698	Bu Blackberry icin ne cok update geliyor ya! Belki benim wireless baglantim yok! Belki paketimi doldurdum, Turkcell yavaslatti hizimi!	negative
1699	Sarı antenlerini s*ktiğimin TURKCELL'i 2900tl iphone 4s 64gb fiyatı mı olurmuş! Peki bu küfür alana mı gitmeli satana mı?	negative
1700	Ne komik reklamlar  , ne komik! Bonus Kart'ın kafa reklamları kadar komik! Gözlerimizi devire devire izliyoruz! Çok esprilisiniz!	positive
1701	bu ay ki turkcell faturam yine katlanmış :) akordeon misali :D	negative
1702	Dur bi mesaj atalim sevgilisinden zannetsin. -turkcell	negative
1703	Vallahi gizlice çakallık yapmasına gerek yok turkcell açık açık sömürüyor zaten bizi:D	negative
1704	#superonline yine birincil dns sunucusu hatasi verdi baglanamiyorum	negative
1705	Çok basit bir maile bile dönüş yaparak tüm sorularıma cevap veren Superonline müşteri hizmetlerini kutluyorum. #supersinsuperonline	positive
1706	superonline hayrına aramaz pek:) bence aç yüzüne kapat:))	negative
1707	iPhone paket aboneliginiz iptal edilmistir.  Ne demek	negative
1708	türksel bugün bildiğin taciz etti beni.5 dk rahat vermedi	negative
1709	#superonline abone olmak isteyen arkadaslarim oncelikle benim tecrubelerime basvursunlar. Eminim vevirmeli modemle baglanavaklardir.	negative
1710	Bu Turkcell iyice sinirimi bozmaya basladi, kafasına göre paket alıyor, yeniliyor	negative
1711	Turkcell sagolsunn :D	positive
1712	sesli mesaj sevrisi 7565 ucretli olmus. Ama bu suprizi 7565'i aradiginizda ogreniyorsunuz, supriiizzz 0,50TL	negative
1713	ama sen ne çektin bu   dan.. Hala mı bir tepki yok.. İyi ki  liyim :( geçmiş olsun.. Degistir artık. Hakettiler..	positive
1714	Neyse demin sessiz telefondan, sesli telefona geçtik :)	negative
1715	20 saatte bir bayi açan, 2 saatte bir baz istasyonu diken ama bir türlü çekemeyen bir operatör varmış. Çok acınası çok.  büyüksün	positive
1716	emniyet mudurlugu, turkcell ve besiktas belediyesi mesaj konusunda yarisir!	negative
1717	Birisinden mesaj bekledigin zaman hep gereksiz mesajlar gelir, hic mesaj atmayan arkadaslarn mesaj atar. Turkcell seni yalniz birakmaz.	negative
1718	Nerden alacağını bilmem ama Turkcell'den kesinlikle alma.Adamlar ipad,iphone,blackberry gibi ürünlerde heryerden en az 200 tl fazla	negative
1719	ahaha hadi ya öyle mi!.hatta Turkcell EMOTIONAL paketi duymuştum bir de. iltifatlar sevgi sözcükleri vs. atıyo kızlar çin ideal.	positive
1720	in şirketimize atadığı müşteri temsilcisi yüzünden  u ofise davet ettik. Görüşüp komple  a geçmeyi düşünüyoruz.	negative
1721	O'nunla kavga edersn ve ondn bi msj beklrsn ya o anda tlf. bir msj gelr heycanla bi bkarsn ki o msjı atan turkcel işte o an yıkldğn an'dır.	negative
1722	Vatan Sasmaz'in evinin oraya baz istasyonu kurucagina gel de  GSFye bi care bul ya okulda telefonumuzu kullanamiyoruz	negative
1723	#Turkcell umarım bundan sonra kafasına sarı anten geçiren,mıy mıy konuşan v ayağına inşaat çizmesi giyen çocukları kullanmazsın reklmlarında	negative
1724	"Musterı hızmetlerıne baglanıcam dıye sabahten berı ""Turkcell benı sesımden tanır"" dıyıp duruyorum sokakta goren delı dıycek"	negative
1725	olum bak türksel sana çok pis gıcığım ikidir ters gidiyosun bana artık vodafone a geçme zamanıdır.	negative
1726	superonline cok iyi ya	positive
1727	ısık hızında oldugunu ıddıa ettıklerı ınternetı 8 gunde baglayamıyorlar	negative
1728	Bu saatte Telekom ve Turkcell beni arayarak kampanya bilgilendirmesi yapti dun gece Garanti saat 04.00 da, dava acilamiyor mu bunlara?	negative
1729	superonline tabiki :)	positive
1730	Nolursa olsun turkcell candır :)	positive
1731	#Turkcell Superonline bir milyon evin kapisina fiber internet goturdu bizde niye yok bize niye getirmiyorlar :))	negative
1732	+ben sana çok bağlandım. - turkcell?, vodafone? + yok avea daha iyi çekiyordu :D	negative
1733	15 dakkası 50 kuruş'unda bi sınırı olduğunu bilmiyordum Turkcell. 600 dakikayı doldurunca ölümüne geçirdin, teşekkürler.	negative
1734	#Blackberry kaynaklı 3G sorunu çözülmek bilmiyor.  de halledemedi, arkadaşlar çözmeye çalışıyor dedi.  nedir sorun?	negative
1735	*Dur bi mesaj atıyımda sevgilisinden geldi zannetsin eheheheh  -Turkcell	negative
1736	bugün turkcell mesaj atmadı kesin aldatıyo amk	negative
1737	#turkcell sanki #avea dan çok farklı!	negative
1738	Bir tane acik turkcell ykmu amk	negative
1739	muhendisler fibernet yaratti olm 20mbit 49 superonline :)	positive
1740	Bu türksel herkese bedava veriyor da bana niye vermiyor mal ya	negative
1741	#hayatpaylasincaguzel 3G m calismiyor turkcell duy beni	negative
1742	32 dakikadır turkcell'in teknoloji uzmanıyla konuşuyordum bir türlü yapamadık mms ayarlarımı	negative
1743	Günlükleri Vol. (bilmem kaç) Rumeli Caddesindeki abone merkezinde nakit parayla fatura ödeyemiyorum	negative
1744	hahaha asil sen koruosn :) yok ben reklama taktim insana avea'yi degil direk turkcell'i dusunduruyo	positive
1745	Normalde küçük harflerle sms atan Turkcell'in, Fatura tutarı yada son ödeme tarihi bilgisi için attığı smslerin büyük harfle olması.	negative
1746	Ne dersen de Avea Vodofone hikaye...Turkcell gibisi yok...	positive
1747	kontor yukle kocan olsun turkcell kanka ahahahahahaha :D	negative
1748	Seni seviyorum dit dit diritdit senden nefret ediyorum -turkcell degistirir	negative
1749	süperonline ım yokki 100 mbit internetim olsun:)) bizim okulda var ama 100 mbit denedim	positive
1750	Okulda Turkcell'liler internete giremiyor. Mit'ten falan şüphelenmeye başladık artık	negative
1751	"Turkcell reklamından ""Hediye bakiyeden değil gönülden verilir. Şimdi 50 TL ve üzeri yükleme yapan herkese.."" Şaka yapıonuz dimi :)"	negative
1752	en iyisi ben yarın turkcell e gidiyim =)	positive
1753	Bazen o kadar uyuzsunuz ki başka operatörün kapısından dönüyorum. Ama harbi az kaldı! İnternet paketi diye ilimi kuruttunuz!!!	negative
1754	Turkcelle bağlan hayata diyorum ;)))	positive
1755	Kusurlu hizmet veriyosun #turkcell ben seni bu kadar severken yapma bana bunuu	negative
1756	Sabahtan beri beni arıyorsun...Ne istiyorsun?	negative
1757	le ilişkimiz tek taraflı #hayatpaylasincaguzel diyor ama o bizimle hiç bişeyini paylaşmıyor.. hep bizden bekliyor..	negative
1758	hahaha kanka Turkcell bu 4 ceker :D	positive
1759	#superonline ekip yollamis.Hizima carrima curruma bakiyor.Yaptigi ilk sey hiz testi yapilan web siteleri.O site sonuclarini kabuletmem dedim	negative
1760	vınn kamu paketine üyeyim.Bir mesaj geldi ve Paket aşım ücretinden bahsediyo,abone olurken limit bitiminde otomatik kesilecekdi ?	negative
1761	Oda arkadaşım bana mesaj attı, geldi gayet. Onun operatör de  Ben hala yollayamıyorum amaaa. :O	negative
1762	ne isime yaradi :) zaten  gunde 167 sms gibi bir sacmalik yapiyor !	negative
1763	zaten 4 çeker diyip metroda çekmeyen tek slogana sahip :D	negative
1764	SORU:TURKSEL WIN DAN MEMNUN OLAN BİR ALLAHIN KULU VARMI ? CEVAP :VAR  KİM LAN O ? CEVAP: TURKSELİN PATRONU BELKİ DİKKATİNİ ÇEKER	negative
1765	bizde biliriz o çileyi zamanında çektik :) yarın gel sizede superonline alalım	positive
1766	en iyi 3G bende dıyorsun ama çekmiyor canım cekmiyooor!!! Sözleşmem bitsin 10 senelik müşterin gidiyor. Bilginize! #turkcell	negative
1767	Valla haklisiniz, Turkcell d(G)ört çeker !!!	negative
1768	Cok firsatcisin turkcell. Cokk	negative
1769	arayin dedi, tam 1 saat 10 dk çağrı merkezindeki arkadaş ile konuştum, bana kontör transferlerinin ücretlendirildiği söylendi	negative
1770	turkcell tv projem ile ilgilenmedi?nerede musteri memnuniyeti?  nerede girşimcilere destek?.....	negative
1771	3tl durduk yere gitti Turkcell sürekli soyuyo :)	negative
1772	#turkcell biraz daha bonkör olabilirsin.	negative
1773	Bostancı Gösteri Merkezi'ne dogru yoldayiz! Konserimiz de tum sarkilar Turkcell Global Bilgi icin..Sevgiler..	positive
1774	bu turkcell beni niye sevmiyo ya	negative
1775	Turkcell kılım sana.Ne yaparsan yap ekmek yok sana	negative
1776	Tatlım senin hattın Turkcell değil mi? Ben gene sömürüldüm mesaj atarken :D	negative
1777	Nihayet eve fiber internet geldi. Superonline, Karamehmet'in yıllar önce döşediği fiber ağı engellemeler yüzünden anca devreye sokabildi.	positive
1778	Turkcell Wınn kullanmalısın :)	positive
1779	"Önce  şimdi  Turkcell için Özcan Deniz'den geliyor: ""Sen beni öldürcen mi, çıldırtcan mı canım?"""	negative
1780	Bu Turkcell çok iyi lan.Durduk yere mesaj atıyor, kampanyalarıyla mutlu ediyor falan.Sevgilim görüp kıskanır umarım.	positive
1781	Kalite ortada #turkcellfestival	positive
1782	Paylasmak guzeldir diyor ya turkcell lutfen benimle telefon faturami paylas bi aylik lutfennn lutfennnn	negative
1783	sayın turkcell gmy si cok cok cok şiddetle firmanızdan sikayetciyim!!!!vodafone a geçiş yapıyorum ve tüm yakın cevreme...	negative
1784	evde olup tv karsisinda oturmak bence en guzeliii bulma kimseleri hic :) ben Turkcell de calisiyorum :)	positive
1785	Bu turkcell reklami ne kadar ic karartici. İlk defa kac gundur tv izliorumda...	negative
1786	turkcell haydi gel paketi.. enfes..	positive
1787	hizliyim ama hayirsiz degilimm :) bencede goruselim :) turkcell boy :)	positive
1788	Cok temiz kampanya! Turkcell sirket hatti kullanicilarina DRY Centerda 3 parca kuru temizleme sadece 19,90TL! En temizi Turkcell i birakmak!	positive
1789	superonline cok iyi hele ttnetten sonra baya iyi 3 aydir sorunsuz kullaniorm hic skntı cikarmadi	positive
1790	Bu Turkcell kafayı mı yemiş acaba? Hilton'da gece yapıyor personeline. Önce Duman'ı çıkarıyor, sonra Erol Büyükburç'u. Müsebbibi merak ettim	negative
1791	sorma ya turkcele inat 2 hat kulaniyorum turkcell -8 tl :)	negative
1792	fena degil	positive
