text	category	polarity
john cusack süper bir oyunculuk sergilemis zaten oyunculugunu çok begenirim..filmin kurgusu çok iyi ve son zamanlarda izledigim en iyi filmlerden biri diyebililirim.izlemekte yarar var.	movie	positive
bu tarz filmleri sevsem de , bu film çok düz kötü yazilmis ve kötü oynanmis ..	movie	negative
nicolas cage'e neler oluyor? rtesmen son zamanlarda felaket ötesi filmlerde kendini harciyor... firtinali hayatlar, lanetli ada vasatinda altinda. adi ve karizmasi kullaniliyor resmen baska birsey degil.....bir tek savas tanrisi iyiydi.....	movie	negative
güzel bir film ama tam kapasite degil.	movie	positive
üzerine kelimelerin kifayesini yitirdigi güzelligi cümleler le anlatilamayacak bir film bir film muhtesem.	movie	positive
mükemmel  izlemediyseniz bence hemen izleyin ....	movie	positive
herkezin izlemesi gereken gerçekten çok güzel bir film....	movie	positive
film o kadar ama o akdar kötüydü ki anlatamam sürekli içen ve de küfür eden insanlardan baska birsey yoktu filmde. insanlar agzini açiyor küfür ediyor kapatiyor küfür ediyor gidipte zamaninizi bosuna geçirmeyin..	movie	negative
masal ile gerçegin bu kadar güzel harmanlandigi bir sinema eseri izlememistim. benim için bir sanat saheseri, bir görsel sölendi. defalarca izlenebilecek kalitede bir yapim.benim notum: .	movie	positive
yahu ben bu kadar güzel bir film seyrettigimi hatirlamiyorum arkadaslar!! harika ve çoook dikkatle seyredilmesi gereken bir film sonu da çok sasirtici  derim ben.	movie	positive
çok güzel bir filmdi. tüm zamanlarin en iyi filmlerinden.	movie	positive
film kesinlikle izleyeni aksiyon konusunda tatmin etmiyor..agir bi film ve 2-3 çatisma sahnesi disinda izlemeye deger hiçbir sey yok..nerde independence day nerde i am legend...	movie	negative
tma bir fiyasko. .	movie	negative
9.3 puani çok abartili buluyorum..7 uygun..	movie	negative
güzel bir film. özellikle robert de niro çok basariliydi	movie	positive
yaa kesinlikle vakit kaybi bence kötü bi filmdi..konu yok sadece makara olsun die yapilmis bi film..ama bence makarada yok...	movie	negative
1. filme göre oldukça zayif kalmis yinede türünün izlenilesi filmlerinden biri..	movie	negative
bir jet li klasigi...dövüs sanatlarinin asil felsefesini ve dahasi yasam felsefesi hakkinda çok önemli mesajlar veriyor tabi alabilene ve anlayana.süper dövüs sahneleri mükemmel manzaralar ve dramatik sonuyla büyülüyor.çoook kral film.	movie	positive
en güzel türk filmlerinden biri. hikaye, oyunculuk, çekimler çok iyi..	movie	positive
film sizi o kadar çok etkiliyo ki bundan kurtulmak bikaç gününüzü alabilir..tek kelimeyle mükemmel...	movie	positive
1. film kesinlikle izlenmez.. 2.nicolas cage bu tur filmlerde oynayarak kariyerini yok ediyor.. filme verecegim puan 4 .o kadar da eder mi acikcasi bilmiyorum.yorum sizin..	movie	negative
bence 2.filmde birinci kadar süper olacak.diger arkadaslarinda belirttigi gibi isallah müzikleride birinci kadar süper olur!.	movie	positive
bu puana sasiyorum gerçekten... puani için izledim ama hayal kirikligi yasadim diyebilirim... . 1995 yilina göre sonu tahmin edilemeyecek ilginç bir film olabilir.. ama ben simdi izledigim için çok çok siradan bir son ve çok çok tanidik bir hikaye... . seri katil ve maceralari... . . .	movie	negative
bir film bu kadamri kötü olur.hayatimda izledigim en kötü filmdi dünyayi kurtaran adam bile daha güzeldir bu filmden.-10 veriyorum, harcadim 2 saate aciyorum..	movie	negative
hayatimda gördügüm en kötü aptal filmlerden biri, film tek ana konusu var amerikan propagandasi.	movie	negative
izleyenin hem vaktine hem de parasina yazik okadar söylüyorum....	movie	negative
orta derece bir yapim kesinlikle herkes fil adamin haline aciyarak 10 vermis diye düsünüyorum yani film dram filmi ama çok yetersiz geldi bana.yesil yolun yanina bile yaklasamaz imdb deki yerini hiç haketmiyor .5.	movie	negative
sonuna kadar hersey güzeldi.lakin sonu o kadar kötü olmuski tüm film neredeyse kepaze olmus..klasik bir türk filmi iste..	movie	negative
inanmasi güç, burda ve amerikada liste basi. yuh yani. bi de filmi izlemek içn sinememaya gidenler var. asil onlara üzülmek lazim. serinin hiçbir filmi 4 puani geçmez. ve lütfen beni önyargi ile suçlamayin, ama bu kadar da olmaz bu sinemaya bir haksizliktir. 2.	movie	negative
bu film gerçekten kötü. transformers, iron man gibi filmlerden sonra anlamsiz bir film. aklimda kalan tek sahnesi eyfelin yikilisi, oda saçmasapan nanobotlar tarafindan yiyilerek yikiliyor. 3 verdim oda emege saygidan	movie	negative
yapilmis en dahiyne filmlerden birisi. vincentin uyusturucu aldigi sahne tam bir yönetmenlik harikasi. bi tane bile bos sahne yok..	movie	positive
filmin puanini 5.5 görünce aldigima pisman olmustum izlerken de öylesine basladim izlemeye ama bekledigimden kesinlikle iyiydi böyle doga gerilimlerini seviyorsaniz kaçirmayin derim sona dogru biraz sarkiyor ama genelde güzel bir gerilimdi 7..	movie	positive
mahsun kirmizigül filmlerini sevmiyorum saf çocukça bi bakis açisiyla çekio.gereksiz acitasyonlar yapiyor.bence izlenmesi cokta gerekli degil.hele hele türkiyenin oskar adayi asla olamaz...	movie	negative
mel gibson braveheart'ta çok ii is çikarmis.bu filmde tek mel gibson deil görüntüden sanata herseye hayran olmak kaçinilmaz.hele o freedom die bagirdigi sahne yokmu... tek kelimeyle bu film harika....	movie	positive
gayet iyi bir filmdi...ve 10 üzerinden 7 nin hakkini veriyor.... . baslangiç mükemmel,aniden çikip ziplatmada iyi yanliz tam final (son) kismi biraz daha farkli bitebilirdi...izlenebilir....	movie	positive
iki buçuk saate yakin sürenin nasil geçtigini anlamadim bile mükemmel bir film bu filmi kaçirana yazik olur siddetle tavsiye ediyorum....!!!!!!.	movie	positive
herkes izlesin bu filmi tek kelimeyle harika muhtesem bir film...aglamak isteyen ask acisi çeken ne bileyim herkes iste...aglaya aglaya izledim ve gerçekten izledigim en mükemmel romantik filmdi....	movie	positive
hayatimda gördügüm en berbat filmlerden biri hepsini tebrik ediyorum. bu basari herkesi kiskandirir masallah diyelim nazar degmesin..	movie	negative
yani ben bu kadar kötü olabilecegini tahmin bile edemedim,dayanamadim.fazla aksiyonlu.....	movie	negative
iste tek gerçek mesaj.. anthony quinn saygilar.. allah rahmet eylesin.	movie	positive
kesinlikle zaman kaybi hiç gitmeye degmez resmen bir ayi filmi.	movie	negative
müzik in sinemayla bulustugu, harika filimlerden biri. ilk 40 dakikasi belki biraz sikiyor gibi gözüksede sonrasi çorap sökügü gibi geliyor..	movie	positive
film olarak objektif bakarsam kesinlikle iyi bi film.fakat konu olarak vahset kan iskence den hoslanan ve bunu izlemekten zevk alanlara kesinlikle tavsie ediorum ama öbür yandan benm gibi sevmeyen ve hoslanmayanlara bosa zaman harcamain diorum.tek beendiim yönü çekimleriydi o kadar...	movie	negative
çok ilginç bir film ama güzel.	movie	positive
vizyondaki en güzel ikinci filmm diyebilirim tatil'den sonra..degisik film izlemek isteyenlere öneririm ayrica zihnide açar yani filmm o kim bu kim derken bi dünya oluyosunuz...	movie	positive
yönetmen bunu rüyasinda mi görmüs bilmiyorum. konu bastan asagi saçmalik hiç oturmus bisey bulamiyorsunuz. sonra aksiyon sahneleri sinirlari zorlamis insani sikmaktan öte geçemiyor ne yazikki.	movie	negative
animasyon ya da yari animasyon filmleri severim. ama bu film bir çocuk masali bence. çocuklar izlemeli sadece. yetiskinlere hitap eden hiçbir yani yok. yetiskin gözünden . ama dedigim gibi bir çocuk filmi oldugunu düsündügüm için puanlamiyorum..	movie	negative
bir basyapit.dört dörtlük bir savas drami.film ve yönetmen oscar ödülünü almaliydi..	movie	positive
etkileyici sinema ttarihinin en iyi filmlerinden mel gibson in muhtesem oynayisi tam bir basyapit.	movie	positive
bugüne kadar izledigim en düsük profilde filmdi su mühendisi oldugunu bildiren bir karakter çok aptalca konusmalar ve davranislar sergiliyordu gitmek sadece vakit kaybi olur ......	movie	negative
bence film çok süper herkeze tavsiye ederim.	movie	positive
hiç begenmedim....	movie	negative
dünyanin en igrenç filmi..	movie	negative
harika bir film hem kadrosu hem kurgusuylaa gerçekten ortaçag avrupa si oldugu gibi anlatilmis ve insan gerçekten elizabeth in geçmisini merak ediyor..	movie	positive
jet li, jet li, jet li bu adamin her filmi izlenmeye deger.	movie	positive
marjanenin gözüyle bakmak eglenceliydi, yani bir kizin hayata bakis açisini bu kadar bilemezdim ben mesela  . kandirilmayi, baskiyi, aski, ihanetei, aile sevgisini... mutlaka izleyin, inanin hiç bir sey kaybetmezsiniz  . .	movie	positive
tek kelimeyle süper.	movie	positive
oyunculuk mükemmel ama film için ayni seyi söyleyemiyecegim.hayir anlamadigim cage bu filmi nasil kabul etmis.parasimi yok.cagein patladigi sahnelerde sirayla herkesi öldürmeye kalksa belki biseye benzer ama hiçbirsey bu filmi kurtaramamis.. .	movie	negative
nasil bu kadar ödül almis bu film, anlayamadim!!!sikintidan patlamistim izlerken.	movie	negative
çok iyi film , bence..	movie	positive
jason statham diger filmlerinde oldugu gibi filmi götürüyor. ancak bu film digerlerine nazaran kötü bir film belki de beklentilerim çok yüksekti. izlemeye deger..	movie	positive
sadece bir çocuk filminin ötesine geçememis, harcanan paraya yazik edilmis,daniel craig bikaç sahne disinda tozu olmayan basit ve bosa harcanmis bir yapim.	movie	negative
bence düsünmeden islencek bi film;)son zamanlarda birakin bunun gibi olmasini buna yakin böle film yoq	movie	positive
izlnebilck h harka film .....	movie	positive
acikcasi ben filmin abartildigi gibi güzel bulmadim daha dogrusu hayal kirikligina ugradim.cünkü filmden beklentilerim coktu. filmde askdan cok cinsellik ön siradaydi ama yinede emege saygi!!.	movie	negative
muhtesem ötesi harika bi film mutlaka izlenmeli bence.ben çok begendim.görsel efektlerini filmin konusunu ve de robert de niro nun filmdeki karakteri çok hosuma gitti,komik sahneleri de var sade bi bilim kurgu zannetmeyinn.mutlaka izleyin ((=.	movie	positive
scary movie yi taklit diye biliriz fragman berbatti. scary movie 4 de vasat ötesi bir film di, buda öyle olucak gibi, para vermeye deymez ama es dostdan bulabilirseniz izleyin derim.. zaman öldürmek için tabi.	movie	negative
çok super bifilm.	movie	positive
sadece zaman kaybi..izlemekte,anlatmakta yorumlamakta bos...	movie	negative
çok güzel,çok içten,çok sicak,herseyiyle güzel.yolculuk boyunca onlarla beraber herseyi yasayacaksiniz.sonunda bittiginde içinizi kaplayan o sicak duygunun bedeli yok..	movie	positive
mükemmel ötesi.. .	movie	positive
film gercekten cok guzel seylere temas etmis.kaçislarin,korkularin,ihanetlerin,birlesmelerin,ayrilmalarin.sevgilinin ve dostlulugun hemen hepimizin hayatinin bir parcasina ustaca bi dokunus.yonetmenin farkli bi cekimiyle son sahnedeki opusmede zihnimden zor silinir gibi.sm.	movie	positive
...sanatsal film yapilacak diye bir film böyle katledilmemeli bence.konu güzel fakat kurgu,yönetmenlik berbat.oscar da bir tane bile ödül alabilirse (en iyi kostüm de dahil) sasirir ve oscari kendimce bir daha sorgularim!.	movie	negative
bence gayet basarili bir film,filme kendinizi vererek izlediginizde inanin içinden çikamiyorsunuz..	movie	positive
çizgi filmde önemli olan küçük filmde atlanmis sadece esas konuya deginilmis. bu durumda filmi beklenilenden kötü yapmis. özellikle filmde 3. boyut adina nerdeyse hiçbir sahne yok. bu serinin ilk filmi oldugu için, sinemaya giderken pek fazla beklentiler içerisinde olmamanizi öneririm..	movie	negative
küçük bir çocugun en izlememesi gereken film uyusturucu&amp;cinsellik&amp;siddet....	movie	negative
bence 10 numara............filmin sonunda minik bir tüyoda vermisler kayip sehir atlantik devam filmi olabilir. .	movie	positive
eski hababam sinifi filmlerine hakaret die düsünüorum berbat ötesi .	movie	negative
ilk yarisi itibariyla pek sarmasa da özellikle ateskes ilanindan sonra film bayagi etkileyici bir hal aldi.güzel bir baskaldiri filmi denilebilir....	movie	positive
iyy.. gerçekten dogru ise bu yapilmis olanlar yaziklar olsun.. insanligimdan utandim yaa.. ayni sekilde bu filmi ben çeksem utanirdim yine herhalde...	movie	negative
bazi arkadaslarin bu filmi elestirmesine anlam veremiyorum kesinlikle intikam kurgusu çok güzel islenmis kevin bacon bir harika ve tabikide filmin müzikleri.	movie	positive
ilk çikan kamerali telefonlarin görüntülü kalitesi bu filmde kullanilan kamera diyemeyecegim seyden fazladir.oyunculardan,kurguya kadar her sey rezalet.yazik..	movie	negative
sürükleyici etkileyici mükemmel bir gerilim filmi yalniz çogu arkadas haksiz yere çok agir elestiriler yapmis bence cok güzel bir basyapit sizde benim gibi gerilim korku hastasiysaniz mutlaka izleyin derim kaçmaz.	movie	positive
çok ii bi film olacaindan kuskum yoq... ama önemli olan filmin magnetonun hangi dönemini anlatacai. x3 den sonrasi x1 den öncesi mi?? yoksa hepsi mi. bekleip göreceiz....	movie	positive
aslinda konu olarak ilginç ya gerçekten böyle bir yer olduguna inanabilir insan ikinci cdyi tam olarak izleyemedim dayanabilirim diyen varsa izlesin asiri derece iskence ve siddet içeriyor.	movie	positive
keske 30 sene önce degil de bu zamanda yapilsaydi bu film. düsünsenize zaten senaryo müthis bir de simdiki teknolojiyle çekilecek savas sahneleri ile bence çok daha mükemmel olurdu.filme yorum yapmaya bile gerek yok anthony quin bile filmin etkisinde kalip islamiyeti arastirmis daha ne denebilirki.	movie	positive
komik ve oldukça eglenceliydi . keyifle izlemenizi tavsiye ederim	movie	positive
adamlara bak 1976 da çekmisler sanki dünün filmi valla helal olsun bunlar favur ama bi film müslümanlara bu kadar lanse edilir helal be helal.	movie	positive
film bence güzeldi.tek kötü yani sonu filmin en basinda sonunu tahmin edebliyor olmaniz.. ama bos vakitlerinizieglenceli bir sekilde geçirebilirsiniz...	movie	positive
benim için slevin la birlikte kesinlikle yilin filmidir. eminim izleyenlerin aklindan çok süre çikmayacaktir. oyunculuklarda gerçekten çok basarili zaten hugh jackman ve scarlet johansson var daha ne olsun. tabi ki ..	movie	positive
filmde beni sasirtan hçbir sey olmadigi gibi son derece giseye yönelik çekilmis olmasi da sinirimi bozdu. filme dair olumlu tek bir izlenimim bile yok.filmin iki yarisi da ayri temler isleyerek resmen her kesime hitabedelim amaci güdülmüs.amaçsiz konuyu desteklemeyen sahneler vardi.begenmedim..	movie	negative
hele bir de amerikan halkinin ve hatta cezaevindeki suçlularinin bile ne kadar iyi insanlar oldugu mesajini veriyo film sonunda ya, uyuz olmamak elde degil..	movie	negative
son zamanlarda beni içtenlikle güldüren ve içtenlikle aglatan en iyi film. konusu basit, bilindik bir konu ama bu konuyu bu kadar güzel ele almak... alkislanacak bir yapit..	movie	positive
türk filmi standartlarinin üstünde bi film olmus gerçekten(devamlari için ayni seyi diyemicem) sikilmadan izledim....	movie	positive
son zamanlarda izledigim en müthis aksiyon filmi. iyi ile kötüyü dikkatli secin. hiçbir sey düsündügünüz gibi cikmayabilir	movie	positive
ben böle bi film izlemedim inanilmaz müthis bi senaryo ve müthis bir final gerçekten film biter bitmez hemen geri sarip kaçirdigim bütün detaylari görünce resmen sok oldum ...tek kelimeyle muhtesem bi film izlemeyenler kaçirmasin ....	movie	positive
çok iyi basliyan ama sonunu ayni derecede iyi getiremeyen benim beklentimin çok altinda bir film olmus..	movie	negative
dram, aksiyon ve kurgu nun birlikte cok iyi islendigi enfes film ..will smith in oyunculuguna ise yrum yok.	movie	positive
bana kalirsa zaman kaybi bu tarz bir filme gitmek.konusu çok klise diye düsünüyorum..	movie	negative
dünyaya gelmis geçmis en güzel filmlerden biri bence..bir basyapit bir unutulmaz film kelimeer yetmez anlatmaya....	movie	positive
müthis oyuncu kadrosuyla birlikte, simdiye kadar çekilmis en basarili vampir filmlerinden biri. vampirlerin hayati bizlere dram yoluyla anlatilmis, bu da türün meraklilari için kaçirilmayacak bir film yaratmis..	movie	positive
oldu olacak oscara da aday gösterelim, ne filmmis be! vay ki vay....	movie	negative
gerçekten masalsi ve büyüleyici bir filmdi.süpeeeer..	movie	positive
konu biraz yavas ilerlesede izlenilesi filmlerden bence. aglatmiyor belki ama, dügümleniyor insanin bogazi, bazen de gülümsetiyor....	movie	positive
filme gittigime pisman oldum.. baska da bir sey yazasim gelmedi..	movie	negative
siddet dolu içeriginden baska birsey konusulmayacak bir film yapilmis ki sonunda migde bulandirici hale geliyor.dehset sahneleri hakkinda konusulmasi için zorlanmis bir film bence....	movie	negative
sadece sunu söleyeyim.paranizi bosa vermis olursunuz.film tamamen çocukça nicole kidmanin oynamis olmasi sizi filme götürtmesin kesinlikle gitmeyin derim.	movie	negative
dedemle birlikte izledikona sonra biraz açiklamam gerekti ne olup bittigini ama o da begendi...ayrica nolan da galiba fakir batmande ki ekipten adamlar kullanmizbkz:fisher-cillian murphy ve.. miles-michael caine.	movie	negative
"""babam ve oglum""u izlemeden yasamaya devam ediyor olmak bir kayip. 7'den 77'ye herkese küçük bir parça da olsa bir seyler kazandiriyor. kesinlikle en az 1 kez görülmeli.."	movie	positive
david bowie ,o 1.sinif bir aktor.	movie	positive
oldukça kaliteli bir filmdi.sewerek izledim....	movie	positive
arkadaslar bu filmi izleyerek zaman kaybetmeyin.nicolas cage in oyunculuguna birsey diyemem ama gerçekten berbat senaryolu sikici bir film...saygilarimla....	movie	negative
filmin baslari biraz sikiciydi ama ilerledikçe film güzellesti.bence gayet hos bi filmdi....	movie	positive
oncelikle tam bi cocuk filmi gittigime bin bisman oldum:s zaten arkadasim zorladi. gitmenizi tavsiye etmem tabi cocugunuzu goturebilirsinz.saçma sapan bi film biraz heycan goruruz dedik o da yook yani heycanli sahnesi varsa bir yada iki tane......	movie	negative
polat ve ekibi yine is basinda ölmeden tammliyolar görevlerini.koca american kuvvetlerini polat ve ekibi yerle bir ediyo.birdahaki filminin ismide simdiden belli.kurtlar vadisi:dünyayi kurtaran adam polat ve ekibi.	movie	positive
hava zaten sicak birde bu filmin yavan mi yavan temposu eklenince cehennemi gördüm resmen.senaryodan,yönetmenlige her sey vasat bu filmde.bos vaktiniz olsa bile izlemeyin kitap okuyun,uyuyun,ders çalisin .	movie	negative
evet bi onceki filmi kadar gusell deil ama yinede bu film kitliginda islenebilicek een iyi film	movie	positive
serinin en kotu filmi. gerci dierleri de iyi film degil ama en azindan guluyorsun bunda oda yok. sinemada izlemeyin	movie	negative
c.nolan imzali muhtesem bir film esine rastlanamayacak bir kurgu ve felsefe var.finale soluk soluga gelip insani sasirtan bir sonla bitiyor,gerçekten çekim müthis ,oyunculuk ve senaryo yaraticiligina büyük emek verilmis.mutlaka izleyin ve arsivinize koyun derim..	movie	positive
hey gidin günler hey. bilmem kaç tane 10 eder bu film. bugün bi daha izledim ve ayni tad ayni keyif. tarihe düsen bir basyapit..	movie	positive
bombos bir film ney yani bu allaskina bu filimmi yaaa üfff bu enteller ne taraflariyla algiliolar bu filmi ben anlamiorum vallahi yani bu filme ne yorum yapilir birie sölesin bana nolur.	movie	negative
film 10 numara.çok süper bir film.will smith çok iyi oynamistam ona göre bir rol will smith te filme göre bir oyuncu.sonu beklentilerin çok altindaydi yalniz.çabuk gelisip bitirdiler filmi..	movie	positive
su ana kadar izledigim en iyi ve en farkli aksiyon filmiydi.mutlaka izlenmeli....	movie	positive
özgürlüüüüüüüüüüüüüüüükkkkkk.mükemmel ötesi esi benzeri olmayan bir film.5 oscar az bile ve film müziklerinin de oscar almasi gerekiyordu.mel gibson süper.	movie	positive
3 arkadas izledik ve kelimenin tam manasiyla bayildik!!! insani büyülüyor ve birkez bile dikkati dagitmadan sizi büyülüyor! korsan olan robert de niro süperdi! kesinlikle izleyin! ve bu filmin dewamini siddetlen bekliyoruz!	movie	positive
film benim için hayalkirikligi oldu, beklentilerimden çok uzak kaldi. yaklasik olarak filmin  ünde tarihin en vahsi ve büyük imparatorlarindan birini asiri duygusal ve ezik olarak lanse etmisler. bir de filmin sahnelerinde kopukluklar var. ben begenmedim..	movie	negative
christopher nolan'in beynini seviyorum sinema ona çok sey borçlu.iyi ki var!bu adam ne yapsa izlenir.nokta	movie	positive
fantastik ve keyifli bir film.....	movie	positive
berbat bir film. eger altini pisleten veya kusan bebege ardarda elli kere gülmeyi becerebiliyorsaniz çok eglenirsiniz, çünkü filmde baska bir sey yok..	movie	negative
izledigim en berbat (rezalet) gerilim filmi tabi onu bu sinifa dahil etmemek te gerekir ama neyse....	movie	negative
gerçekten son yillarda izledigim en iyi en etkileyici filmlerden biri.anlatmak istedikleri çok farkli.siradan bir korku filmi olarak algilamamak lazim.filmden sonra kimseye güvenemez oldum .	movie	positive
film uzun olmasina ragmen keyifle izledigim bir filmdi oyuncular mukemmeldi (sirrini ogrenmeyi sabirsizlikla bekledim hersey filmin sonunda belli oldu).	movie	positive
film insani aliyor sürüklüyor. 2 saatin nasil geçtigini anlamiyorsunuz. mutlaka izleyin fakat mantik hatalari epey var. yine de güzel .	movie	positive
bu filmi herkeze tavsiye edrim ben çok etkilendim 3 d li olmasi ayri bir heyecan yaratti.	movie	positive
gerçekten hiçbirseyin çarpitilmadigi mükemmel islenmis bir tarihi film.bence en iyi tarihi filmlerden...	movie	positive
aglanasi filim. aslinda forrest en akil dolu insan... aglamak aglamak....	movie	positive
izledigim kötü filmlerden hatta sikintidan filmin sonunu bile izlemedim cok sikici bi film.	movie	negative
dünyanin en güzel kizini öp....	movie	positive
filmdeki dersler gerçekten cok iyi.aslinda birseyide gösteriyor. > iyilerde kötüler kadar acimasiz olsa dünyada kötü kalmazdi ...	movie	positive
açik bir filmdi beni hayal kirikligina ugratti..	movie	negative
erkeklerin dikkatini çekmek için yapilmis , çiplak kadini bol türk filmi . yazik , çok yazik ....	movie	negative
aslinda fazla komik degildi fakat bazi sahneleri dokunakliydi.	movie	positive
bence filmin reklami filmi geçmis. para verip sinemada izlemeye degmez az daha bekleyin dvdsi çikinca alip evde izleyin... o kadar paraya degmez..	movie	negative
çok kötü....	movie	negative
film bekledigim gibi degil. ama nuri bilge ceylan yine filmin sonunu beklenmedik bir sekilde bitirdi. yine de film de uyumamak için kendimi zor tuttum. cok hareketsizdi ve sahneler arasi kopuktu.ben pek begenmedim açikcasi..	movie	negative
erotizm, kan ve vahset. hepsini bir arada toplamislar filmde. ancak etkileyici sahnelerin oldugu da bir gerçek. filmin tamamini gözlerinizi ekrandan kaçirmadan izlemek gerçekten cesaret istiyor..	movie	positive
o zamani anlatan en iyi film. 30 yillik bir film olmasina ragmen hâlâ çekiciligini ve cosku vericiligini kaybetmemis bir basyapit..	movie	positive
berbat bir film. harcadigim zamana yazik. zaten basroldeki adamin daha önce de 2 filmini izlemistim. 2si de berbatti. bir daha bu adamin filmini izlersem 2 olsun..	movie	negative
çok kötü ve sikici masal dinlemek istiyorsaniz gidin.	movie	negative
muhtesem filim çok iyi bir bilim kurgu.	movie	positive
jason statham mükemmel bi oyuncu onun oldugu her film bence islenmeye deger... bu filmde gayet sürükleyici ve macera doluydu....	movie	positive
güzel bir türk yapimi olmus.. tavsiye ederim..	movie	positive
bu nasil bir film ben anlamadim. biraz tuhaf açikçasi. tamam robert downey j. performansi güzel ama film olarak yetersiz geldi bana..	movie	negative
hayatimda izledigim en kötü film.tamamen saçma bir senaryo,kopuk kurgu,amatör efektler,bir daha hayatim boyunca böyle filmleri izlemem..	movie	negative
filmin sonundaki son soz eritiyo adami cok guzeldi oscari fazlasiyla haketmis guzeldi.	movie	positive
ailenin birbirine nasil tutunmasini gerektigini iyi anlatan bir film. hele erkek çocugun durumunu ögrendiginde ki pisikolojik durumu beni inanilmaz etkiledi. herkese tavsiye ederim....	movie	positive
süperrrr bi film eglenceli herkesin izlemesini tercih ederim çekene helal.....	movie	positive
fantastik filmleri sevmeyen hatta önyargili biriyim diyebilirim...ama bu film...sicak bir film...ve hiç sikilmadan izledigim sürükleyici bir film...benze izlenmeli....	movie	positive
lütfen sinemaseverlere bi iyilik yapin ve bu filmi piyasadan,raflardan mümkünse her yerden silin.amatör filmleri birak lisedeki çekilen filmler kat kat güzel...korkunun k si dramin d si yok toplam karakter sayisi 5 felandi izlemeyin bi si kaybetmezsiniz.	movie	negative
"ben zaten burda koptum.. ""herseyimizi alabilirler ama özgürlügümüzü asla."". . ayni sahnede önce ingilizler isteklerini saydi, sonra william. izleyenler bilir komikti orasi.."	movie	positive
martin lawrence warsa o film kaçmaz zaten.. saskin dedektifte ki o pizzaci haliyle girdi ilk hayatima(iyi ki de girmis!) we bi daha hiiiç çikmadi...	movie	positive
"oturup hayatlarinda senaryoyu birak basit bir hikaye dahi yazamamis, müzik hakkinda zerre bilgisi olmadan nota uzmani kesilen tipler filmi, yok öyle yok böyle diye asagiliyorlar.. filmde de dendigi gibi "" ancak bazilari duyarlar "" ... bakmak var görmek var ve anlamak var... anlayana !!!."	movie	positive
ne olursa olsun, hangi sartlarda olunursa olsun yasamanin gerekliligini anlatan bir film. tümyasama sarilmasi gerekenleri kayip ettigini sananlara, yasamina son verme düsüncesi gibi korkunç bir ruh haline girenlere bu film izletilmeli, iyi örnek olur. çok rahat ve zevkle izlenen bir fim.....	movie	positive
romantik filmleri pek sevmem çünki insan nicin hüzünlenmek isterki?ama bu film için bunu söyleyemiyecegim puan derseniz ..	movie	positive
bu filmin benim hayatimda cok ayri bir yeri vardir defalarca izledim defalarcada izlerim.benim için doruk noktasidir.simdiye kadar bu kadar iyi film yapilmamisti yapilamiyacaktirda.	movie	positive
son zamanlarda iyi aktörlere para kazandirmak için düsük bütçeli çekilen hiç bir konusu olmayi birbirinden bagimsiz bir kaç ask hikayesini birlestiren son zamanlarin moda amerikan filmlerinden biri , ben bu serileri sevmedim sevemiyorum.	movie	negative
aslinda otel2 beni hayal kirikligina ugratti ben daha fazlagerilim bekliyordum.	movie	negative
güzel film ancak çok fazla abartilmis. .	movie	positive
izleyicileri klise senaryolarla bogmak yerine daha yenilikçi , özgün, beyin firtinasi yaratan senaryolarla olusturulmus filmler koysaniz keske...	movie	negative
fazlasiyla özenti senaryosu, kötü oyuncu performanslari, vasat anlatimi, kötü sonuyla çok yüzeysel ve sikici bir gerilim filmi.son yillarda ispanya sinemasinin çikardigi basarili gerilimlerle çok daha fazlasini ummustum ama hollywood taklidi ruhsuz bir filmle karsilastim niyazikki..	movie	negative
animasyon hastasi degilim saglam takipçisi de degilim ama bu filmin de afisi ile alakasi yok..bence meraki hayalkirikligina çeviren bir film...	movie	negative
ya iyi filmler yapiyoruz da yine baktim bu filmde de afiste bütün oynayanlar gösterilmis.ya türk filminin afisinde illa bütün kadro gösterilmek zorunda mi gina geldi artik en fazla 1 kisi ve ya filme özel bir esya olsun..	movie	negative
filmi izlerken kendimi 80 li yillarda berlinin dogusunda umutsuzca yasayan duvarin yikilmasini aklinin ucundan bile geciremeyen bi yoldas gibi hissettim .	movie	positive
çok kötü korku filmi de izledm ama hayatimda izledigim ve izleyebilecegim en kötü korku filmiydi oyunculukta rezaletti ama beni sasirtan en büyük sei ise spider man gbi süper bi filme imza atan sam raimi bu filmde nsl yer almis ..... 10 üzerinden 3 bile ook.	movie	negative
dizinin bir bölümünü çekmisler konu ve çekimler açisindan bende hayal kirikligi yaratti. bunlar artik iyice ticarete dönüstürdüler bu diziyi. çakir geri gelsin..	movie	negative
1 puan çok bile..	movie	negative
bu filme bayramda gülmek ve eglenmek için gitmistim ama açikçasi gidecegime gittigime pisman oldum çok ama çok kötü bir fantastik komedi var karsinizda ve üstelik de güldürmüyor..	movie	negative
film bir harika mutlaka izleyin.robert de niro role çok yakismis.arkadasin biri kötü büyücü kadin iyi oynamis diyor o michelle pfeiffer tabiiki ii olur.açikçasi zevkle izlenecek bir fantastik film..	movie	positive
senaryo, müzik, oyunculuk bir arada iyi olunca iste halk bu tepkiyi veriyor. iste türk filmi bu kadar gise yapiyor.demek ki oluyormus..	movie	positive
süper, asmis bir film., uzun zamandir izledigim en iyi filmlerden birisi diyebilirim, ilginç bir senaryo, çok farkli çekim teknikleri, süper bir soundtrack, jason stathamin herzamanki karizmatikligi ile 87 dakika su gibi akip gitti..	movie	positive
