Country	Domain	ID	Polarity	Product	Rating	Software	Text
Saudi Arabia	restaurants	3935	Positive	هرفي			(جيد جداً) قبل 8 شهور السلام عليكم / مطعم هرفي 0 النظافة غير مكثفة في مطعم هرفي والمحل لايمكن ان تجلس فيه وارجوا ان يكثفوا النظافه والرقابة على العمالة 0 همبركر و ترتيلا وبروستد 0 ليس لدية ديكور ولاجو وانا اقترح تكبير المطعم 0 لايوجد 0 لاتقارن بالجودة 0 الخدمة بطيئة جدا وسيئة للغاية 0 سيئةوارجوا النظر فيها 0 لالا ومظر للجسم 0 نعم بس بالفلوس وليست مجاني 0 لايوجد اماكن مخخصة 0 قليلة 0عليهم ان يوجد مكان للاطفال ومدخل لذوي الاحتياجات الخاصة ومدخل للعوائل
Saudi Arabia	restaurants	3437	Positive	كوخ البيتزا الدمشقية			  قبل سنة واحدة حاجه ثانيه يعني السبوسه لا تطوفك ولا الحلى بكل انوعه بس يبيله احد جوعان بطنه تزقزق تقول وين السبوسهمع تحياتي اخوكم: سعوووووووووووووووود خميس الشمري
Saudi Arabia	restaurants	3759	Positive	مطعم النافورة			(جيد جداً) قبل 10 شهور مطعم النافورة من افضل مطاعم الرياض بالنسبة لي الخدمة ممتازة والطعام لذيذ ورائع وخصوصا المشويات والدجاج المسحب كماان المقبلات عندهم روووووووعة كما ان وجبة الفلافل المشكلة مرة شهية والكبسة والعديد من الاكلات يوجد مكان للعائلات وتتوفر خدمة التوصيل لديهم كما تتوفر عندهم خدمة اقامة الحفلات بالاضافة الى طبخ الذبائح بالنسبة لي من المطاعم المفضلة لدي انصحك بزيارته سيما وان الاسعار مناسبة جدا جدا
Kuwait	restaurants	4898	Negative	ماكي			  - المطعم صغير ولا يوجد مكان للمدخنين وغير المدخنين وخاصه اني لا أحب التدخين بتاتا - الجرسون لما يقدم الأكل خاصه الرز لأن الصحن صغير فيلمس بأيده الرز وأنا مره لما طلبت ما أكلت من الرز - الجرسون لما نطلب منه الملعقه يلمسه بإيده أنا نفسي قلت له أبي ملعقه ثانيه فعصب ( لأن قليل أدب ) وأنا قلت له السبب إني ليش طلبت ملعقه ثانيه قلت له لا تلمس مكان اللي ناكل فيه إمسكه من الطرف من فوق - الرز يجب أن يكون منوع أكثر من صنف خاصه الأبيض يسوونه مو حلو - عموما الأكل لذيذ لكن الرز الوحيد اللي ما حبيته
Qatar	restaurants	6440	Positive	سكر باشا			  شي مبتكر ، مكان حلو ، قعدته جميله ، ارجيلته بتجنن ، الضيافه والترحيب حلو جدا ، يمكن انا بميل للستايل التركي لاني بحب تركيا بس هو حلو بدون واسطه ، الكل يجربو ولو مره بس ضروري تجربوه ...
Eygpet	Political	604	Negative				اوغاد
Jordan	hotels	4801	Negative	فندق البحر الميت العلاجي			بدون مبالغة ، بس أسوأ فندق زرته بحياتي!
Saudi Arabia	education	1347	Positive	اكاديمية قودي لتعليم الطبخ			  قبل 5 شهور من اروع الاجتماعات الى انا حضرتها من ناحية الاستقبال وبعد تقديم الوصفات والشيف الى عندهم تجنن وطريقتها مرة بسيطة وسهلة والدورات الى يقدمونها كلها مجان والنظافة مستواها زين وبعد يعلمون مهب بس الطباخ لا بعد طريقة تقديم الاكل واروع شي انها كلها بمنتجات قودي انا انصح الجميع فيها
Saudi Arabia	doctors	1319	Positive	مركز سنايا لطب الأسنان			انا اتعالج مع المركز صارلى سنة ماشاء الله عليهم من دكاترة ونظافة المكان ودقة المواعيد وأكيد أشكر موقع جيران وسارة مراد على النصيحة بذهابي للمركز والعلاج عندهم
Saudi Arabia	Bakeries and Goodies	680	Positive	50 فاكهة			أنا بصراحة جربته ولقيته جيد، العصير لذيذ والأهم الخدمة سريعة ونظيفين، بس طعم العصير يتغير من مرة لمرة، يعني أحياناً بتحس الطعم طبيعي 100% أحياناً بتحس أنهم أضافوا له ماء وطعم الفواكه ضعيف. بس إجمالاً العصير جيد والسندويشات جيدة أيضاً. بس سلطة الفواكه وجدتها ضعيفة. يلي بيجذبك بشكل قوي هو ديكور المحل، مميز جداً ويستاهل الزيارة، بصراحة كل ما أجاني ضيف أخذته على الأقل حتى يشاهد الديكور المميز. أحسن شي عندهم المنجا مع أفوكادو.
Saudi Arabia	Financial Services	4335	Positive	البنك السعودي الفرنسي			بنك رائع يوفر لعملائه معاملات سهلة وسريعة  وفي الفترة الاخيرة اصلق خدمة فرنسي بلس هو الحل الذي يقدمه البنك السعودي الفرنسي لعملائه لتنفيذ عملياتهم المصرفية الشخصية عبر الإنترنت وهو جزء من استراتيجية البنك للوصول إلى أحدث التقنيات في مجال الخدمات المصرفية عبر الإنترنت. وراح تلاقونه في غاية اليسر والسهولة والأمان بنصحكم تجربوه.
Saudi Arabia	Fashion	1770	Positive	سمينا			رائع ذوقة جميل و راقى و فرع المكرونة جمبة محل فرصتك الان الى هو الستوك بتاع سمينا الاسعار ف سمينا فى التخفيض جيدة و ف فرصتك الان اسعار ممتازة
Kuwait	hotels	4539	Positive	كراون بلازا			  انه من أكثر الفنادق روعة .... فأنا اتذكر عندما دخلته أول مرة كنت مدعوة لعشاء ... انه بصرااااااحة رااااااائع .... من حيث النظافة والجمال والترتيب .... وهو ايضا فيه خدمة للزبائن عالية .... ويوجد في هذا الفندق اماكن للجلوس والاسترخاء وغيرها ويوجد بها خدمات المطعم ... وايضا انه يقيم فيه حفلات زفاف رااائعة فأنا حضرت حفلا من قبل ... فأنا صراحة انصح كل شخص بأن يزوره فحقا انه سيستمتع
Saudi Arabia	Fashion	1806	Positive	توب مان			ممتاز هـ المحل سواء كان من ناحية الملابس الحلوه ومودلاتها الى على الموضه وجودتها العاليه و كمان جزمه واكسسواراته الي ستااايل مره وانا اشوف اكثر الشباب تشتري من عندهم اسعارهم جيده بشكل عام.
Jordan	restaurants	5495	Negative	الضيعة			انا اليوم كنت في الضيعه عبدون وللأسف تراجع كبييييييير بمستوى الأكل والنظافه والخدمه أول شي وأسوأ شي رائحة المكان اسوأ من السيء والأكل جودته سيئه وليس بالمستوى اللي كانت عليه سعر الوجبه الفرديه مع بيبسي 2.85 يعني سعر عادي جدا لكن اكله مو زاكي ابدا ابدا مو ممكن اعيدها مره تانيه ابدا لانه انا جربت فرع المدينه المنوره كان افضل من هيك وحتى كراسيه اريح بكتيييييير من كراسي فرع عبدون وانظف بكتير طبعا والموظفين اللي فيه بشوشين وخدومين. بالنسبه لصفة السيارات المكانين ببساطه بتلاقي عندهم صفة يعني مو كتير عجقه حواليهم. انا زرت فرع عبدون اكتر من مره بس اليوم عن جد كان سيء بمعنى الكلمه للأسف ...
Yemen	Political	1195	Negative				اذا كنت متعاون مع الحوثيين والله ما ستلاقي خير
	Software	614	Positive		5.0	Skype	حسون برنامج رب الروعه خرافي احسن برنامج للمراسله ولله بس الي يكول عليه فاشل هذا ميعرف يستخدم البرنامج تحياتي
Qatar	restaurants	6509	Positive	مطعم المرجان			(جيد جداً) مطعم مميز وجلسته رائعه والطعام لذيذ جدا الماكولات البحرية لذيذة جدا والخمه سريعه ومميزه من قبل العاملين في المطعم بلباقه عالية واجمل ما في المطاعم النظافة المميزة التي تلاحظها في المطعم طوال الوقت الاسعار مرتفعة بعض الشيء لكنها متناسبة وجودة الخدمة في المطعم انصح الجميع بتجربته
Qatar	hotels	6286	Positive	الشيراتون			  فندق فخم ومميز وتصميمة رائع وخدماتهم جيدة جدا ويوجد مطعم فخم خاص بالفندق ويقوم بعمل بوفيهات صباحا ومساءا وايضا اكثر السياح يذهبون لذلك الفندق الرائع
	Software	619	Positive		5.0	Skype	مصر روعه جدا
Saudi Arabia	restaurants	3157	Positive	ستيك هاوس			  قبل 3 شهور احب جلستهم حلوة ورايقة واهم شي هادية احب اكل عندهم السلطات لها طابع مميز جد شاملة السلطات العربية والغربية الاسعار عندهم ابد مهب غالية بالعكس تناسب الجميع عندهم افكار واسليب مرة روعة بتقديم انصح فيهم لانهم يستاهلون
Jordan	restaurants	5325	Negative	هاشم			الطعام المقدم عادي ومو مميز بأي شي .. الخدمه اقل من عادي وخصوصا بالتعامل مع العائلات .. النظافه و الترتيب جدا معدومه من جميع النواحي سواء بالمكان او الطاولات او الحشرات المنتشره .. اﻷسعار مقبوله وما عليها حكي .. يعني بشكل عام اﻹسم معطيه قيمه و مكانه اكبر بكثير من وضعه .. نتمنى انه يلتفتوا للأمام حتى يتطوروا ..
Kuwait	shopping	6008	Positive	سوق شرق			  سوق مشهور يقع عند البحر تقريباً بجانبه سوق السمك وهناك مطاعم كثيرة تحيط به مثل ماكدونلز وهناك اقسام كثيرة ان السوق شرق جيل يجعلك ترتاح لمجرد نظرت اليه وهو سوق جميل انصح جميع الجيران بزيارته
Saudi Arabia	Bakeries and Goodies	756	Positive	بوظة شامية			النظافة زينة مرة والمحل مرتب يسون اصناف لذيذة من الايس كريم والحليب المثلج الخدمة ممتازة بس دايم زحمة يسون الايس كريم الشامي الى بالفستق والمكسرات طعمها جنان ما ادري اذا عندهم حلويات غير المتعارف عليها خدمة الاصطفاف شبة معدومة ما تقدرون تصفون قريب منهم ابد انصح بالتجربة الاسعار متوسطة ومناسبة
Saudi Arabia	Financial Services	4388	Positive	مصرف الراجحي			انا اسمع عن انو هذا البنك خدمته حلوه لاكن ماجربته ان شاء الله ازورهم قريب
Jordan	restaurants	5546	Negative	تي جي اي فرايدايز			في تجربة سابقة منذ فترة بعيدة كان الوضع ممتاز من حيث الجودة والطعم والخدمة اما اليوم مع مينيو جديدة و في زيارة عائلية كان الوضع مزرياً الطعم اقل بكثير من مقبول الخدمة سيئة للغاية الوجبات هزيلة وجبة الاطفال مثلا خبزة وقطعة هوت دوغ وقليل من البطاطا وفقط بدون شراب او هدايا او اي شيئ مماثل الوجبات النظامية هزيلة للغاية وغير مرتبة وشبه مزرية وبأسعار مبالغ فيها بشكل كبير وجبتان عاديتان ووجبة اطفال ٤٠ دينار!!! لا اعلم لماذا هذا التغيير ولكن لن اجرب مرة اخرى بكل تأكيد
Qatar	Financial Services	6277	Negative	ميلانو			(سيء جداً جداً) بصراحة التعامل مع الجمهور مش بالمستوى المطلوب، و حتى التعامل معهم بطيء و للأسف ما في مهنية، فالمعاملة التي يدعون انها تخلص بيومين تضل شهر و شهرين، و ممكن بالآخر يرفض الطلب لأسباب واهية و غير مقنعة..
Yemen	Political	413	Positive				معك .معك .خذني معك ..يابن هادي .ذا كان ضميرك هو مصلحة استقرار وأمن الوطن وسلامة أراضيه ووحدته .فثق أن الشعب آغلبه معك وشيتبعك..
	Software	1187	Positive		5.0	Line	خوش برنامج يستاهل الخمس النجوم روعه وسهل الاستخدام الشخصي بواسطة الإنترنت
Yemen	Political	933	Negative				رئيس أضعف من المرحلة الصعبة التي تمر بها اليمن. .هذا ما جنت السعودية على نفسها وعلى الشعب اليمني بوقوفها التام مع السفاح عبدالله صالح خلال الثورة اليمنية
	Software	1002	Negative		1.0	Asphalt 39	لعبة يبغاني احذف وسائط ويبغاني احملها من جديد ابو كلب بالعربي
	Software	400	Negative		1.0	Tango 	بدون كود سيئ لني ي واحد يقدر يفوت على صفحتك
	Software	461	Positive		5.0	Hangout	يجنن😍احلا من فايبر 😩 يجنن روعه حملوه بسرعه 😃😃😃
Qatar	restaurants	6468	Positive	كنتاكي			  مطعم عالمي للوجبات السريعة ,يقدم قطع الدجاج , الشطائر , السلطات , البرغر, دجاج, بطاطا, خدمة التوصيل. ومن اشهر المطاعم في قطر وعلى مستوى العالم
Qatar	restaurants	6421	Positive	تيك اواي			  من المطاعم الخفيفه والمتنوعه واحلاى شي الافطار في الشغل و والمزه اخر اليليل توصيل سريع حتى لو في الكرنيش يوصل لين السياره ^ـ^ ....................................................
Saudi Arabia	art and culture	31	Positive	جريدة الوسيلة			جريدة مجانية وكل شي ابغى القى عندهم عن طريق الاعلانات اذا ابغى اشتري شي او ابيع شي وتوصل لين باب البيت ما اتعب اذا ابغاها بصراحة استمتع وانا اقراء فيها وانصح فيها
Jordan	Cafes	1220	Negative	باستيش كافيه			مو كتير حلو ،، بخدو كفر شرج عالية برمضان  وغالي عل فاضي ومعجوء والأغاني اللي بحطوها اشي بمغص ،،،،، وما باعدوا الشباب بل مكان اللي بدهم إياه ،، وباعدوا الشباب بعيد عن العائلات وأرجيلة مش كل هل أد
Yemen	Political	394	Positive				اللله يصبرك ع اعدا اليمن وتدعوك لضرب بيد من حديد
Saudi Arabia	art and culture	17	Positive	المركز الثقافي البريطاني			معهد جدا راقي ويكفي انك تتعلم اللغة على اصولها على يد مدرسين يتكلمون اللغة الانجليزية هي اللغة الاساسية علشان كذا تاخذ اللغة بطريقة صح بس الاسعار عندهم عاليه بس يستاهل المعهد
Qatar	shopping	6721	Positive	مسكر هايبرماركت			(جيد جداً) مكان رائع للعائلة مخصص للعائلات فقط وهادا شي جيد .. الهايبرماركت متوفر فيه كل شي واسعاره جيدة والمول ممتاز فيه محلات متعددة ومكان لالعاب الاطفال اسعاره رائعة ومناسبة وفيه العاب متنوعة ورائع للاطفال دائما نذهب هناك ويمضي الاطفال وقت رااائع في اللعب
Kuwait	restaurants	5118	Negative	دجاج كنتاكي			الجلسات في الداخل تشعرك بالملل
Saudi Arabia	hotels	2138	Positive	شيراتون الرياض			  قبل سنة واحدة انا من الناس اللي جربت هالفندق في الرياض وغير الرياض ، فندق هادي ونظيف ، خدمه مميزه . غرفهم هاديه من ناحية الديكور ورايقه ’ شي واحد مميز بقوه صراحه ، اسرة النوم في جميع فنادق الشيراتون في العالم مميزه لابعد درجه ، وانا عندي انها من اهم الميزات اللي لازم تكون في اي فندق .. الراحه في النوم اهم شي ..
Eygpet	Political	116	Positive				يحميك الله يا سيد الزعماء
Saudi Arabia	hotels	2203	Positive	فندق الناصرية			  قبل 9 شهور ان هذا الفندق جميل جدا بس يحتاج الي شيئ واحد وهو المواقف اي توسعة وهو مان استراتيجي جميع الخدمات في جميلة
Jordan	restaurants	5641	Negative	أزكدنيا			الخدمة سيئة جدا ..حجزنا طاولة لعشر اشخاص ونص الصحون والكاسات كانوا ناقصين..ومابنطلب شي وبجيبوا الا بعد نص ساعة ...جابولنا مناقيش وبعد ماشبعنا جابوا الفلافل مع انه كل شوي بنزكرهم فيه،وطلبناه محشي جابوه سادة وحطوه عالفاتورة محشي..طلبنا ارجيلة قالولنا ممنوع لانه فيه اطفال عالطاولة بس الطاولة الي ورانا الي لزق فينا كانوا يدخنوا ارجيلة وسجاير عادي ماعندهم مشكلة بالتدخين السلبي!!!!!! مابنصح حدا يروحه مطعم فاشل
Saudi Arabia	shopping	412	Negative	اكسترا			خدمتهم سيئة جدا اشتريت منهم جهاز تلفزيون ال جي 42 بوصة وقالولي الحامل مايجي معه وشريته وعلشان نضمنلك الجهاز ثلاث سنوات لازم تدفع حق الضمان ودفعته وعطوني موعد للتوصيل بعد اربع ايام بين الساعة 3 و 6 وجاء الموعد ومحد جاني واتصلت على الرقم المجاني وقدمت شكوى وقالولي اسفين والان راح تتواصل معك الادارة وانتظرت ساعة ونصف ولم يتصل احد ورجعت كلمت خدمة العملاء على الرقم المجاني وقالولي اسفين وراح تتواصل معك الادارة ولم يتصل احد وفي اليوم التالي اتصلت على خدمة العملاء وقلتلهم الغوا الطلبية ورجعولي فلوسي اللي هذا اوله ينعاف تاليه واذا هذي خدمة البيع عندكم فكيف راح تكون خدمة مابعد البيع فقالولي رح للفرع ورحتله ورجعت فلوسي منهم ولم اسمع حتى كلمة اسفين منهم. اقسم بالله العظيم اني صادق في كل كلمة كتبتها والى الان مقهور منهم حسبي الله عليهم
Yemen	Political	963	Negative				كذاب.. لا يزيد عليكم
Saudi Arabia	restaurants	3447	Positive	كودو			(سيء) قبل سنة واحدة اكل لذيذ وخدمة جيدة ومكان شبه نظيف وازعاج متوسط وجبات متنوعة وشهية تناسب الاذواق المختلفة والاعمار
Kuwait	Public Services	4885	Positive	المسجد الكبير			  إن هذا المسجد يعتبر تحفة فنية من الداخل والخارج ، فإنه يتميز بأنه واسع جدا وكبير جدا من الداخل لذلك فهو يتسع لآلاف المصلين وخصوصا في رمضان ، وأيضا يبهرني فيه حقا تحفه الفنية الاسلامية والزخرفة فيه ، وعندما أدخل فيه يشعرني وكأني في الحرم المكي ، نعم انه أكثر من رائع .... ولا انسى ان هذا المسجد له دور كبير في التعليم حيث تقام فيه حلقات تعليم الصغار القرآن والتجويد ، وأيضا تقام فيه مسابقات دينية ومسابقات قرآن كريم ، ولا أنسى اليوم الذي ذهبت فيه من أجل المعرض الاسلامي الذي أقيم في هذا المسجد
Saudi Arabia	hotels	4682	Negative	شاليهات ارض السعاده 2			اسواء مكان واسواء تنظيم واسواء نظافه جددددا سيء
Saudi Arabia	Bakeries and Goodies	687	Positive	50 فاكهة			بصراحة هذا أحلى مكان عصييييييير بالرياض وجميع عصيراتهم لذييييذة ! يتميزون بعصير البطيخ وعصير الأفوكادو ، النظافة والأسعار عال العال XD
Saudi Arabia	restaurants	3729	Positive	مطعم السرايا التركي			الخدمة سريعة
Saudi Arabia	hotels	4628	Negative	فندق لوذان			كئيب يجيب الغم .. يوم سووا اوتيل نسائي كان خلوه شرح مو من اول مل ندخله تقول سجن
Qatar	restaurants	5244	Negative	البيت الشامي			أخر فترة صاير تعامله مش بروفشنال...و برمضان بعد ما كان بالأول تلاقي اشكال و انوع...صار هل بقلل النوعيات...و خدمة صايرة سيئة....و ما عندهم منع على التدخين
Qatar	Travel and Tourism	6731	Negative	ريجينسي للسفريات والسياحة			  السلام عليكم. ريجنسي هي الاسم الأشهر في قطر بين الشركات السياحية، بس مش هي الأحسن بالتأكيد، عندهم موظفين مش فاهمين شغلهم، وكمان ما بيعرفوا هما وكلاء لأي طيران ولا إيش، بصراحة مرات بتطون الطاسة عندهم ضايعة، ومرات بيكون الوضع تمام. أنا تعاملت معاهم كزا مرة بس ما أظن أرد أتعامل معاهم.
Jordan	shopping	233	Positive	كارفور مول عمان			حلو وسهل توصل عليه وفيه مصفات للسيارات مريحة وكتيرة
Saudi Arabia	restaurants	5698	Negative	الرومانسية			خدمتهم ضعيفة ومهب سريعة ومن ما اخذ الوجبات من عندهم القاها ناقصة السلطة وناقصة التوابع حقتها اسعارهم زايدة عن قبل ما ادري ليش كذا ما اظن ابغى اعيد زيارة لهم بالرمضان
	Software	849	Positive		5.0	Viber	شكرآ يافايبر ممتاز جدآ جدآ جدآ انا عن نفسي اكتفيت بيه وحذفت برامج الاتصال التانيه لأن الفايبر يستحق كل الثقه( شكرآ فريق عمل فايبر)
Saudi Arabia	restaurants	2838	Positive	بندور			  قبل 8 شهور هذا الفرع لباندور لديهم تنوع افضل واكبر من فرعهم الواقع بالعثيم مول وخصوصا من ناحية الشوكولا حيث لديهم تنسيقات جميلة جدا ومميزة كما لديهم عدة انواع من قطع الكيك اللذيذة بالاضافة الى انواع السمبوسة والسبرينغ رول والكروسان والكبة المقلية وانواع الخبز ايضا والبيتى فور والسلطات الطازجة كل ذلك معروض بطريقة مرتبة ......ناهيك عن الايس كريم ايضا .........اذا كان لديك حفلة صغيرة لديك عدة خيارات بطعم شهي وسعر جيد ....الخدمة جيدة جدا ....والديكور مناسب جدا ونظيف.... طبعا كل ذلك يكون سفري ......بامكانك الشراء منهم ثم التوجه الى صالة المطاعم بالبانوراما مول لتسمتع بالاكل .....انصحكم بهم
Jordan	Financial Services	4455	Negative	الأراضي المقدسة للتأمين			شركة شيئة للغاية .......القطعة الى سعرها 100 دينار بحطلك ثمنها 60 ودهان اليسارة بكلف 600 بقلك 300 مع الاجور والموظفين اجلف من هيك ما في
Kuwait	shopping	5894	Positive	الأفنيوز			  مركز تسوق رائع و يحتوي على العديد من المحلات التجارية العالمية
Qatar	hotels	6312	Positive	فور سيزون			  من اجمل فنادق الدوحة ، مطاعمه ممتازه خاصة المطعم اللي تابع للنادي الرياضي ، بركته و شطه حلوين و في يخوت صافه هناك جدا جميلة ، الديكورات و الخدمة 5 نجوم ، احلى شي سبا و النادي الرياضي جدا فخم بس مشكلته للاعضاء فقط ، واسعاره نار
Saudi Arabia	restaurants	3029	Positive	ثمار البحر			  قبل سنة واحدة انا زوت هذا المطعم من فتره وكانت زيارة تجنن كان لي نفس اكل السمك وجالست ادور على مطعم زين واكله زين ومن خلال الموقع وقررت ازور المطعم ورحت انا والعائلة على المطعم الساعة الثامنة مساء وفعلا دخلنا بصراحه ما لقينا عندهم احد بالاستقبال انتظرنا شوي وبعد كذا جاى الجرسون واخذنا لقسم العوائل قسم العوائل مريح ويبعث عن الرومانسية الاضواء خافتة والاجواء مرة مريحة جاى الجرسون واعطانة المنيوة وشوفنا وش يقدمون طبعا انا طلبت الاخطبوط يقولون انه مرة طعم وبعد طلبنا السمك المشوي وبعد الفلية المقلي مع البطاطس وعندهم طبق مميز وهو السمك الفلية بالطحينة والبصل المقلبي شي جدا طعم وروعة مع الارز وخذ الجرسون الطلبات وانا بصراحة رحت على الحمام الله يعزكم لغاية ما يجيب الاكل وانا بطريقي للحمام كنت اشوف الديكورات وش ذا شي جدا راقي ويهدئ الاعصاب حتى الثريات الى حطينها جدا بسيطة وحلوة والجدران كلها شي روعة حاطين عليها ورق الجدران الثقيل الرايق الى يتناسب مع ديكورات المطعم ولما دخلت الحمام وش الريحة السنعة هذى ريحة النظافة مرة تجنن حتى الصابون الى حاطينة مرة يهبل ما بغيت اخلص غسل يدين من زين ريحة حقت الصابون المهم خلصت وطلعت ورحت على الطاولة حقتنا من جد كل الى بالمطعم ما خذين راحتهم بالجلسة والهرج وكل شي لان كل طاولة لها طابع الخصوصية الى تختص العائلة الى جالسة ولما وصلت لقيت الجرسون منزل المقبلات وكانت عبارة عن الحمص الشامي زين وبعد السلاطات منها التركية الحراقة بس طعمها جنان وبعد المتبل وسلاطة بالطحينة والمخلل والزيتون والشطة شي لو جلست اعدها ترى اخاف التملون منى من جد شبعت قبل لا يجي الاكل الى طلبنها وبعد كذا شوى وجاى الاكل الى طلبناها وجانا الجرسون طريقة تنزيل الاكل حقتو تبهر من زينها كذا طريقة فنية جنان وبدينا ناكل وشي ذا ترانا متنا من الاكل وما بغينا توقف من حلا الطعم وروعة البهارات وطريقة الطبخ حقتهم مرة طعمة ولما خلصنا الاكل جبولنا ضيافة من عندهم قهوة طعمة تقهوينا وقعدنا براحتنا وبعد كذا طلبنا شي حلا وفعلا جانا الحلا بسرعة الخدمة مرة سريعة ما يمديك تطلب الطلب تلاقي الجرسون بسرعة يجيبة بوجة مرة مبتسم انا اشوف الاسعار تستاهل انك تدفعها وزود بعد المهم لما طلعنا لقينا مكان للاطفال يلعبون وفي عندهم خدمة الاصطفاف للسيارات بمصفات مريحة جدا انا انصح الكل بالتجربة
	Software	427	Positive		4.0	Hangout	لموشه الكيكه وستايل الفيكه روووعة بس بي مشكله إيقاف تشغيل
Jordan	hotels	4832	Negative	سويت هوم			سكن سيء جدا معاملة نفاق ناس منافقين وساخة الغرفة اسوأ مايكون لاانصح احد به غالي جدا مقارنة بباقي السكنات ويأخذون اموال من البنات كل مرة على شيء مرة زيادة كهربا مرة للغسيل والمشرفات والادارة اول ماتراهم الفتاة تعتقد انهم ملائكة ولكن استغفر الله على النفاق هناك سكنات افضل وارخص ومستوى خدمة احسن الشيء الوحيد الجيد في هذا السكن هو المطبخ الذي به وطعامهم النظيف وادارة المطبخ والشيفة اما السكن الباقي زفت وسمعته سيئه جدا جدا
Kuwait	Bakeries and Goodies	4085	Positive	مركز النعيم للتمور			(جيد جداً) يا سلام من اروع التمور لرمضان لذيذه جدا بجميع انواعها ومن الرطب ايضا ارجو لهم التوفيق ودائما يوفرولنا احلا التمور
Saudi Arabia	restaurants	2797	Positive	باك			  قبل سنة واحدة انا حبيت من عندهم الباستا لا لها طعم خيال والله والاهم من كذا قائمة الاكل الى عندهم منوعة وزينة والاسعار مرتفعة شوي بس يستاهل والله والاهم الديكورات حلوة بس المصفات السيارات صعبة شوي ما ادري ليش
	Software	855	Positive		5.0	Viber	مصر لما أكلم حد أو أتلقى مكالمة أنا أسمع الطرف الاخر بشكل جيد جدا اما الطرف الآخر تطلع عنده تشويش فظيع ؟ياريت لو في حل للمشكلة دي علمآ أني حذفته ونزلته تاني بس برضه نفس المشكلة وحتى نزلت نسخة أقدم برضه نفس المشكلة
Kuwait	restaurants	5107	Positive	البحصلي			  حلويات شرقيه مميزه حلويات عربيه مميزه اسعار مناسبه جميع انواع المعجنات والفطائر والصاج طعم لذيذ نكهة خاصه ومميزة المكان الامثل للحلويات
Saudi Arabia	Bakeries and Goodies	652	Positive	50 فاكهة			انا بصراحة من عشاق الفواكة وكثير اموت عليها واحس هاذا المحل الله يعطيني طعم الفواكة روعة والله انا اموت على الفواكة حقتهم وعلى العصاير انصح الكل فيه وراح تتدعولى
Eygpet	Political	801	Negative				انا معترض
Saudi Arabia	restaurants	3219	Positive	ستيكي			(جيد جداً) قبل 7 شهور مطعم ستيكي من اكتر المطاعم الي احب استمتع بأكل الستيك عندهم بصراحة من اكتر المطاعم الي تتقن عمل الستيك في الرياض بعد التجربة نوعية اللحمة الي بستخدموها جيدة واطباق الستيك عندهم متنوعة ممكن تطلب الستيك الي بيخطر عبالك، انا بالنسبة الي بحب اطلب من عندهم ستيك بالمشروم مع البطاطا البيوريه والخضار السوتيه لانها كتير طيبة بنصحكم تجربوها. كمان السلطات الي عندهم روووووعة بصراحة بيعطوك طبق للسلطة وانت بتروح تختار السلطات الي بتحبها لانه عاملين بوفيه صغير للسلطات في وسط المطعم لحتى يختار الشخص السلطات الي يرغبها بس عنجد سلطاتهم طعمها طيب كتير ومتنوعة بالافكار. بالنسبة للجلسات: في جلسات للافراد وجلسات للعائلات. الاستقبال والخدمة: استقبالهم راااائع وخدمتهم جيدة جدا ما في تأخير في تنزيل الطلب. ديكور المطعم: المطعم بتميز بديكور جميل وهادي ولوحات معلقة على الجدران عليها صور للحمة الي يستخدموها بدل على جودة اللحمة المستخدمة في الطهي. الاسعار : الاسعار متوسطة يعني الشخص الواحد اذا بده ياخد سلطة و نوع مقبلات و طبق رئيسي بطلع حسابه 150 ريال تقريبا. ملاحظة: عندهم فكرة حلوة كل يوم بعملوا طبق خاص و مميز بسموا طبق اليوم وبحطوا لافتة كبيرة لحتى الزباين تشوف شو طبق اليوم. بنصحكم بالتجربة جيراني الاعزاء لانه فعلا مطعم مميز باعداد الستيك وسدقوني رح ينال اعجابكم خاصة لعشاق الستيك.
Qatar	restaurants	6340	Positive	تركيا المركزي			  أطيب محل مشاوي في الدوحة ... جربو المشاوي المشكله المكان خدمة سريعة جداً عندو عصائر رائعة وطازجة....
Kuwait	shopping	5882	Positive	الأفنيوز			(جيد جداً) التعريف العام بالمكان : يعتبر مجمع الأڤنيوز مول (بالإنجليزية: The Avenues‏) أكبر مجمع ومركز تسوق تجاري في الشرق الأوسط. يقع المجمع في منطقة الري الصناعية على امتداد طريق الدائري الخامس من جهة الجنوب وطريق الغزالي السريع من الشرق. وقد تم افتتاح المرحلة الأولى منه رسمياً في أبريل 2007 بحضور أمير دولة الكويت الشيخ صباح الأحمد الصباح. و قال رئيس شركة المباني العقارية محمد الشايع بأن مشروع الأفنيوز يأتي من ضمن الخطط الرامية إلى تحويل الكويت إلى مركز تجاري ومالي إقليمي ولتعزيز قدرة الكويت على جذب الاستثمارات في جميع دول العالم وعن تجربتي للمكان : يميز مجمع الافنيوز التجار حجمة الذي يتسع لكل ما تحتاجة باحسن الاسعار بالكويت فالمكان منظم ومرتب لا يحتاج لشئ وتتوفر بة خدمة العملاء والامن بطريقة ممتازة وخدمة الاصطفاف متوفرة بة بشكل ممتاز ايضا فلذلك انصح الجميع بزيارتة للاستماتع بة
	Software	374	Positive		5.0	Tango 	برنامج قمة الروعه اتصال بوضوح بدون انقطاع جزاكم الله خير
